round,playerId,mapX,mapY,value,numberStars,score
1,P08,10,4,5,1,0
1,P10,8,4,2,5,0
1,P09,4,1,3,2,0
1,P08,8,5,1,1,0
1,P10,5,6,44,2,0
1,P07,14,0,3,1,0
1,P08,6,5,8,1,0
1,P09,9,0,1,0,0
1,P10,8,6,1,3,0
1,P09,10,1,43,0,0
1,P07,14,1,2,1,0
1,P07,13,1,1,1,0
1,P06,14,1,2,0,0
1,P06,13,1,1,0,0
1,P06,12,1,27,1,0
2,P09,8,10,20,1,0
2,P10,7,8,1,4,0
2,P07,8,4,2,0,0
2,P08,8,4,2,0,0
2,P06,8,8,2,1,0
2,P10,10,9,3,3,0
2,P09,7,9,1,5,0
2,P08,8,6,1,0,0
2,P07,8,7,0,1,0
2,P10,8,7,0,5,0
2,P09,9,8,2,1,0
2,P06,8,10,20,1,0
2,P07,8,8,2,1,0
2,P08,4,1,3,0,0
2,P06,7,11,0,1,0
3,P10,3,9,20,5,0
3,P08,7,9,1,0,0
3,P07,7,9,1,0,0
3,P09,11,12,2,2,0
3,P10,5,9,0,5,0
3,P06,8,7,0,1,0
3,P10,6,10,27,3,0
3,P07,6,9,4,1,0
3,P09,10,14,3,0,0
3,P08,10,9,3,0,0
3,P07,5,9,0,1,0
3,P06,1,11,2,1,0
3,P08,10,4,5,0,0
3,P09,13,14,0,5,0
3,P06,10,14,3,1,0
4,P10,8,2,24,3,0
4,P06,1,2,4,1,0
4,P07,14,2,2,1,0
4,P09,4,13,13,4,0
4,P10,5,2,0,4,0
4,P07,14,3,1,1,0
4,P08,2,5,1,1,0
4,P10,6,3,24,3,0
4,P07,14,4,2,1,0
4,P09,3,13,1,2,0
4,P08,3,3,3,1,0
4,P06,3,5,43,3,0
4,P08,4,3,1,1,0
4,P09,5,14,6,0,0
4,P06,6,2,4,1,0
5,P07,14,5,2,1,0
5,P10,10,3,1,5,0
5,P08,2,6,4,1,0
5,P09,12,9,2,0,0
5,P06,13,9,1,1,0
5,P08,3,7,2,1,0
5,P07,14,7,24,2,0
5,P10,10,2,0,3,0
5,P09,12,7,6,5,0
5,P06,8,12,3,1,0
5,P08,1,8,1,1,0
5,P07,14,6,2,1,0
5,P10,5,5,2,4,0
5,P06,2,8,7,1,0
5,P09,10,5,2,0,0
6,P08,1,4,1,1,0
6,P06,13,4,2,1,0
6,P09,11,7,3,0,0
6,P10,6,7,84,5,0
6,P07,14,8,19,1,0
6,P08,1,5,27,3,0
6,P06,13,3,4,1,0
6,P09,11,6,45,1,0
6,P07,14,9,3,1,0
6,P10,5,8,86,5,0
6,P07,14,10,3,1,0
6,P08,3,4,44,4,0
6,P06,13,2,13,1,0
6,P09,12,5,1,1,0
6,P10,6,8,0,0,0
7,P07,14,11,1,1,0
7,P06,12,2,2,1,0
7,P10,4,8,14,4,0
7,P07,14,12,2,1,0
7,P06,12,3,2,1,0
7,P08,3,4,44,3,0
7,P07,14,13,3,1,0
7,P09,0,13,2,0,0
7,P10,6,7,84,4,0
7,P08,6,4,0,1,0
7,P06,12,4,6,1,0
7,P08,5,3,2,1,0
7,P10,5,8,86,5,0
7,P09,1,13,4,1,0
7,P09,2,13,2,2,0
8,P07,14,14,2,1,0
8,P10,7,5,2,5,0
8,P06,11,2,2,1,0
8,P07,13,13,1,1,0
8,P10,9,6,0,2,0
8,P08,2,2,6,1,0
8,P09,6,14,1,1,0
8,P07,13,12,2,1,0
8,P06,11,3,85,5,0
8,P08,2,1,2,1,0
8,P10,6,6,2,3,0
8,P08,3,1,2,1,0
8,P09,7,13,0,2,0
8,P06,11,4,72,4,0
8,P09,9,13,3,3,0
9,P10,10,5,2,4,0
9,P07,5,8,86,5,0
9,P09,1,9,3,0,0
9,P06,12,13,72,4,0
9,P07,6,7,84,5,0
9,P09,2,10,2,1,0
9,P10,5,7,0,5,0
9,P08,5,8,86,5,0
9,P06,12,12,2,1,0
9,P10,9,7,3,4,0
9,P07,3,4,44,3,0
9,P08,6,7,84,5,0
9,P09,3,10,6,5,0
9,P06,13,11,8,1,0
9,P08,8,7,0,0,0
10,P08,5,8,86,5,0
10,P10,7,2,1,3,0
10,P07,5,10,6,1,0
10,P09,0,10,3,0,0
10,P06,8,1,1,1,0
10,P07,5,11,3,1,0
10,P08,6,7,84,5,0
10,P10,8,4,2,3,0
10,P07,5,12,1,1,0
10,P06,9,5,21,1,0
10,P09,0,9,3,4,0
10,P08,7,7,2,1,0
10,P10,7,4,3,3,0
10,P06,9,4,2,1,0
10,P09,0,7,46,5,0
11,P10,2,7,3,5,0
11,P07,4,9,1,1,0
11,P08,4,7,5,1,0
11,P09,0,4,0,0,0
11,P10,4,6,2,4,0
11,P08,4,6,2,1,0
11,P07,4,10,71,5,0
11,P06,4,12,45,3,0
11,P10,4,4,2,5,0
11,P09,0,2,19,5,0
11,P08,7,6,3,1,0
11,P07,4,11,0,1,0
11,P06,4,11,0,1,0
11,P09,0,0,6,1,0
11,P06,4,10,71,4,0
12,P07,4,10,71,5,0
12,P10,7,4,3,3,0
12,P06,3,12,1,1,0
12,P09,1,0,1,1,0
12,P08,4,10,71,4,0
12,P07,3,11,13,1,0
12,P10,9,4,2,2,0
12,P06,3,6,1,1,0
12,P07,3,12,1,1,0
12,P09,2,0,0,1,0
12,P10,7,5,2,3,0
12,P08,4,9,1,1,0
12,P06,5,4,1,1,0
12,P09,3,0,0,3,0
12,P08,3,6,1,1,0
13,P07,4,10,71,5,0
13,P08,10,7,1,1,0
13,P06,13,8,1,1,0
13,P10,10,3,1,2,0
13,P09,6,0,3,0,0
13,P08,10,6,1,1,0
13,P07,2,11,1,1,0
13,P06,13,7,1,1,0
13,P07,2,12,9,1,0
13,P09,5,0,2,1,0
13,P08,11,5,14,1,0
13,P10,4,3,1,3,0
13,P06,13,6,1,1,0
13,P10,6,3,24,5,0
13,P09,4,0,44,5,0
14,P08,9,3,4,1,0
14,P10,9,3,4,3,0
14,P06,9,10,9,1,0
14,P07,1,12,51,3,0
14,P08,8,3,2,1,0
14,P10,9,2,2,3,0
14,P09,8,0,0,0,0
14,P06,9,11,3,1,0
14,P08,7,3,2,1,0
14,P07,0,12,1,1,0
14,P10,9,1,3,3,0
14,P06,9,12,0,1,0
14,P07,0,11,7,1,0
14,P09,10,0,7,3,0
14,P09,11,0,1,2,0
15,P07,0,13,2,1,0
15,P10,2,3,8,4,0
15,P06,12,11,4,1,0
15,P07,0,14,6,1,0
15,P08,6,1,7,1,0
15,P10,2,4,2,5,0
15,P07,1,14,1,1,0
15,P06,13,10,86,5,0
15,P08,5,1,1,1,0
15,P09,12,10,2,0,0
15,P10,3,2,3,4,0
15,P08,7,1,2,1,0
15,P06,11,10,2,1,0
15,P09,11,10,2,1,0
15,P09,11,9,4,0,0
16,P07,2,14,7,1,0
16,P10,6,2,4,5,0
16,P08,6,0,3,1,0
16,P09,11,14,1,1,0
16,P07,3,14,2,1,0
16,P08,7,0,1,1,0
16,P10,7,5,2,4,0
16,P07,4,14,2,1,0
